,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
5435,9,11,130,35,Saturday,22,1.857
5436,9,13,70,7,Saturday,22,5.000
5437,10,11,140,24,Saturday,22,2.917
5438,10,13,90,25,Saturday,22,1.800
5439,11,12,80,20,Saturday,22,2.000
5440,0,1,60,11,Saturday,24,2.727
5441,0,2,130,51,Saturday,24,1.275
5442,0,3,100,24,Saturday,24,2.083
5443,1,2,130,37,Saturday,24,1.757
5444,1,7,80,28,Saturday,24,1.429
5445,2,5,60,9,Saturday,24,3.333
5446,3,4,140,25,Saturday,24,2.800
5447,3,10,50,5,Saturday,24,5.000
5448,4,5,110,24,Saturday,24,2.292
5449,4,6,130,20,Saturday,24,3.250
5450,5,8,140,39,Saturday,24,1.795
5451,5,12,130,34,Saturday,24,1.912
5452,6,7,50,17,Saturday,24,1.471
5453,7,9,80,24,Saturday,24,1.667
5454,8,9,110,34,Saturday,24,1.618
5455,9,11,120,21,Saturday,24,2.857
5456,9,13,130,47,Saturday,24,1.383
5457,10,11,130,24,Saturday,24,2.708
5458,10,13,110,24,Saturday,24,2.292
5459,11,12,80,20,Saturday,24,2.000
5460,0,1,80,22,Sunday,0,1.818
5461,0,2,80,19,Sunday,0,2.105
5462,0,3,70,7,Sunday,0,5.000
5463,1,2,60,8,Sunday,0,3.750
5464,1,7,110,12,Sunday,0,4.583
5465,2,5,90,13,Sunday,0,3.462
5466,3,4,50,19,Sunday,0,1.316
5467,3,10,140,47,Sunday,0,1.489
5468,4,5,50,11,Sunday,0,2.273
5469,4,6,50,16,Sunday,0,1.562
5470,5,8,60,10,Sunday,0,3.000
5471,5,12,50,19,Sunday,0,1.316
5472,6,7,140,33,Sunday,0,2.121
5473,7,9,60,14,Sunday,0,2.143
5474,8,9,100,22,Sunday,0,2.273
5475,9,11,90,11,Sunday,0,4.091
5476,9,13,70,12,Sunday,0,2.917
5477,10,11,90,13,Sunday,0,3.462
5478,10,13,70,9,Sunday,0,3.889
5479,11,12,130,15,Sunday,0,4.333
5480,0,1,90,15,Sunday,2,3.000
5481,0,2,80,28,Sunday,2,1.429
5482,0,3,110,32,Sunday,2,1.719
5483,1,2,90,22,Sunday,2,2.045
5484,1,7,120,40,Sunday,2,1.500
5485,2,5,140,25,Sunday,2,2.800
5486,3,4,120,25,Sunday,2,2.400
5487,3,10,120,12,Sunday,2,5.000
5488,4,5,130,45,Sunday,2,1.444
5489,4,6,80,27,Sunday,2,1.481
5490,5,8,80,16,Sunday,2,2.500
5491,5,12,130,32,Sunday,2,2.031
5492,6,7,120,17,Sunday,2,3.529
5493,7,9,60,10,Sunday,2,3.000
5494,8,9,80,14,Sunday,2,2.857
5495,9,11,50,9,Sunday,2,2.778
5496,9,13,140,40,Sunday,2,1.750
5497,10,11,90,27,Sunday,2,1.667
5498,10,13,100,37,Sunday,2,1.351
5499,11,12,60,12,Sunday,2,2.500
5500,0,1,90,29,Sunday,4,1.552
5501,0,2,140,51,Sunday,4,1.373
5502,0,3,130,19,Sunday,4,3.421
5503,1,2,140,32,Sunday,4,2.188
5504,1,7,80,27,Sunday,4,1.481
5505,2,5,110,12,Sunday,4,4.583
5506,3,4,60,22,Sunday,4,1.364
5507,3,10,120,36,Sunday,4,1.667
5508,4,5,110,21,Sunday,4,2.619
5509,4,6,120,38,Sunday,4,1.579
5510,5,8,100,24,Sunday,4,2.083
5511,5,12,60,17,Sunday,4,1.765
5512,6,7,100,31,Sunday,4,1.613
5513,7,9,140,34,Sunday,4,2.059
5514,8,9,100,15,Sunday,4,3.333
5515,9,11,120,17,Sunday,4,3.529
5516,9,13,140,33,Sunday,4,2.121
5517,10,11,100,22,Sunday,4,2.273
5518,10,13,50,8,Sunday,4,3.125
5519,11,12,110,32,Sunday,4,1.719
5520,0,1,70,14,Sunday,6,2.500
5521,0,2,130,34,Sunday,6,1.912
5522,0,3,140,26,Sunday,6,2.692
5523,1,2,110,40,Sunday,6,1.375
5524,1,7,120,22,Sunday,6,2.727
5525,2,5,90,18,Sunday,6,2.500
5526,3,4,90,32,Sunday,6,1.406
5527,3,10,90,34,Sunday,6,1.324
5528,4,5,60,20,Sunday,6,1.500
5529,4,6,80,19,Sunday,6,2.105
5530,5,8,70,16,Sunday,6,2.188
5531,5,12,70,25,Sunday,6,1.400
5532,6,7,110,18,Sunday,6,3.056
5533,7,9,80,20,Sunday,6,2.000
5534,8,9,140,14,Sunday,6,5.000
5535,9,11,80,28,Sunday,6,1.429
5536,9,13,50,10,Sunday,6,2.500
5537,10,11,50,15,Sunday,6,1.667
5538,10,13,50,11,Sunday,6,2.273
5539,11,12,70,25,Sunday,6,1.400
5540,0,1,100,22,Sunday,8,2.273
5541,0,2,70,27,Sunday,8,1.296
5542,0,3,120,30,Sunday,8,2.000
5543,1,2,90,21,Sunday,8,2.143
5544,1,7,50,7,Sunday,8,3.571
5545,2,5,50,18,Sunday,8,1.389
5546,3,4,50,16,Sunday,8,1.562
5547,3,10,100,38,Sunday,8,1.316
5548,4,5,120,40,Sunday,8,1.500
5549,4,6,100,10,Sunday,8,5.000
5550,5,8,60,6,Sunday,8,5.000
5551,5,12,140,28,Sunday,8,2.500
5552,6,7,120,36,Sunday,8,1.667
5553,7,9,120,26,Sunday,8,2.308
5554,8,9,110,43,Sunday,8,1.279
5555,9,11,70,21,Sunday,8,1.667
5556,9,13,140,32,Sunday,8,2.188
5557,10,11,140,16,Sunday,8,4.375
5558,10,13,120,22,Sunday,8,2.727
5559,11,12,100,21,Sunday,8,2.381
5560,0,1,100,34,Sunday,10,1.471
5561,0,2,80,25,Sunday,10,1.600
5562,0,3,50,18,Sunday,10,1.389
5563,1,2,130,64,Sunday,10,1.016
5564,1,7,100,53,Sunday,10,0.943
5565,2,5,70,24,Sunday,10,1.458
5566,3,4,50,19,Sunday,10,1.316
5567,3,10,90,47,Sunday,10,0.957
5568,4,5,140,56,Sunday,10,1.250
5569,4,6,130,44,Sunday,10,1.477
5570,5,8,100,59,Sunday,10,0.847
5571,5,12,140,48,Sunday,10,1.458
5572,6,7,60,27,Sunday,10,1.111
5573,7,9,100,50,Sunday,10,1.000
5574,8,9,110,40,Sunday,10,1.375
5575,9,11,140,81,Sunday,10,0.864
5576,9,13,110,40,Sunday,10,1.375
5577,10,11,110,43,Sunday,10,1.279
5578,10,13,120,66,Sunday,10,0.909
5579,11,12,70,26,Sunday,10,1.346
5580,0,1,100,43,Sunday,12,1.163
5581,0,2,50,19,Sunday,12,1.316
5582,0,3,90,35,Sunday,12,1.286
5583,1,2,50,24,Sunday,12,1.042
5584,1,7,80,44,Sunday,12,0.909
5585,2,5,50,19,Sunday,12,1.316
5586,3,4,90,38,Sunday,12,1.184
5587,3,10,90,30,Sunday,12,1.500
5588,4,5,140,67,Sunday,12,1.045
5589,4,6,50,22,Sunday,12,1.136
5590,5,8,70,39,Sunday,12,0.897
5591,5,12,140,52,Sunday,12,1.346
5592,6,7,100,36,Sunday,12,1.389
5593,7,9,140,57,Sunday,12,1.228
5594,8,9,50,26,Sunday,12,0.962
5595,9,11,100,35,Sunday,12,1.429
5596,9,13,60,21,Sunday,12,1.429
5597,10,11,80,47,Sunday,12,0.851
5598,10,13,110,60,Sunday,12,0.917
5599,11,12,130,49,Sunday,12,1.327
5600,0,1,80,37,Sunday,14,1.081
5601,0,2,60,27,Sunday,14,1.111
5602,0,3,110,64,Sunday,14,0.859
5603,1,2,120,50,Sunday,14,1.200
5604,1,7,80,46,Sunday,14,0.870
5605,2,5,80,30,Sunday,14,1.333
5606,3,4,120,60,Sunday,14,1.000
5607,3,10,90,36,Sunday,14,1.250
5608,4,5,60,34,Sunday,14,0.882
5609,4,6,80,44,Sunday,14,0.909
5610,5,8,70,37,Sunday,14,0.946
5611,5,12,130,41,Sunday,14,1.585
5612,6,7,100,49,Sunday,14,1.020
5613,7,9,50,16,Sunday,14,1.562
5614,8,9,100,59,Sunday,14,0.847
5615,9,11,110,43,Sunday,14,1.279
5616,9,13,90,38,Sunday,14,1.184
5617,10,11,110,47,Sunday,14,1.170
5618,10,13,80,40,Sunday,14,1.000
5619,11,12,130,76,Sunday,14,0.855
5620,0,1,90,51,Sunday,16,0.882
5621,0,2,140,67,Sunday,16,1.045
5622,0,3,130,59,Sunday,16,1.102
5623,1,2,110,42,Sunday,16,1.310
5624,1,7,60,24,Sunday,16,1.250
5625,2,5,80,37,Sunday,16,1.081
5626,3,4,80,36,Sunday,16,1.111
5627,3,10,80,34,Sunday,16,1.176
5628,4,5,100,36,Sunday,16,1.389
5629,4,6,90,47,Sunday,16,0.957
5630,5,8,80,29,Sunday,16,1.379
5631,5,12,50,26,Sunday,16,0.962
5632,6,7,50,26,Sunday,16,0.962
5633,7,9,90,46,Sunday,16,0.978
5634,8,9,110,51,Sunday,16,1.078
5635,9,11,80,44,Sunday,16,0.909
5636,9,13,130,49,Sunday,16,1.327
5637,10,11,70,34,Sunday,16,1.029
5638,10,13,60,35,Sunday,16,0.857
5639,11,12,60,27,Sunday,16,1.111
5640,0,1,130,42,Sunday,18,1.548
5641,0,2,140,76,Sunday,18,0.921
5642,0,3,120,64,Sunday,18,0.938
5643,1,2,140,79,Sunday,18,0.886
5644,1,7,120,71,Sunday,18,0.845
5645,2,5,120,58,Sunday,18,1.034
5646,3,4,60,31,Sunday,18,0.968
5647,3,10,80,33,Sunday,18,1.212
5648,4,5,80,45,Sunday,18,0.889
5649,4,6,140,61,Sunday,18,1.148
5650,5,8,60,18,Sunday,18,1.667
5651,5,12,80,29,Sunday,18,1.379
5652,6,7,100,53,Sunday,18,0.943
5653,7,9,50,25,Sunday,18,1.000
5654,8,9,80,35,Sunday,18,1.143
5655,9,11,120,38,Sunday,18,1.579
5656,9,13,70,34,Sunday,18,1.029
5657,10,11,130,45,Sunday,18,1.444
5658,10,13,100,36,Sunday,18,1.389
5659,11,12,140,45,Sunday,18,1.556
5660,0,1,140,27,Sunday,20,2.593
5661,0,2,80,11,Sunday,20,3.636
5662,0,3,120,26,Sunday,20,2.308
5663,1,2,120,34,Sunday,20,1.765
5664,1,7,90,30,Sunday,20,1.500
5665,2,5,90,20,Sunday,20,2.250
5666,3,4,80,19,Sunday,20,2.105
5667,3,10,80,18,Sunday,20,2.222
5668,4,5,50,11,Sunday,20,2.273
5669,4,6,110,36,Sunday,20,1.528
5670,5,8,130,32,Sunday,20,2.031
5671,5,12,80,28,Sunday,20,1.429
5672,6,7,70,22,Sunday,20,1.591
5673,7,9,80,30,Sunday,20,1.333
5674,8,9,120,35,Sunday,20,1.714
5675,9,11,60,14,Sunday,20,2.143
5676,9,13,70,23,Sunday,20,1.522
5677,10,11,130,33,Sunday,20,1.970
5678,10,13,80,11,Sunday,20,3.636
5679,11,12,80,19,Sunday,20,2.105
5680,0,1,140,39,Sunday,22,1.795
5681,0,2,70,27,Sunday,22,1.296
5682,0,3,120,45,Sunday,22,1.333
5683,1,2,80,28,Sunday,22,1.429
5684,1,7,140,55,Sunday,22,1.273
5685,2,5,120,33,Sunday,22,1.818
5686,3,4,100,18,Sunday,22,2.778
5687,3,10,130,49,Sunday,22,1.327
5688,4,5,70,12,Sunday,22,2.917
5689,4,6,100,27,Sunday,22,1.852
5690,5,8,80,9,Sunday,22,4.444
5691,5,12,100,14,Sunday,22,3.571
5692,6,7,120,26,Sunday,22,2.308
5693,7,9,50,12,Sunday,22,2.083
5694,8,9,100,28,Sunday,22,1.786
5695,9,11,50,11,Sunday,22,2.273
5696,9,13,50,17,Sunday,22,1.471
5697,10,11,60,21,Sunday,22,1.429
5698,10,13,130,45,Sunday,22,1.444
5699,11,12,110,19,Sunday,22,2.895
5700,0,1,70,12,Sunday,24,2.917
5701,0,2,130,28,Sunday,24,2.321
5702,0,3,70,17,Sunday,24,2.059
5703,1,2,60,19,Sunday,24,1.579
5704,1,7,90,21,Sunday,24,2.143
5705,2,5,100,34,Sunday,24,1.471
5706,3,4,140,28,Sunday,24,2.500
5707,3,10,100,26,Sunday,24,1.923
5708,4,5,50,16,Sunday,24,1.562
5709,4,6,90,18,Sunday,24,2.500
5710,5,8,110,11,Sunday,24,5.000
5711,5,12,130,49,Sunday,24,1.327
5712,6,7,70,17,Sunday,24,2.059
5713,7,9,60,16,Sunday,24,1.875
5714,8,9,130,48,Sunday,24,1.354
5715,9,11,140,16,Sunday,24,4.375
5716,9,13,100,36,Sunday,24,1.389
5717,10,11,130,47,Sunday,24,1.383
5718,10,13,110,17,Sunday,24,3.235
5719,11,12,140,37,Sunday,24,1.892
5720,0,1,80,45,Monday,0,0.889
5721,0,2,50,28,Monday,0,0.893
5722,0,3,100,69,Monday,0,0.725
5723,1,2,140,107,Monday,0,0.654
5724,1,7,130,96,Monday,0,0.677
5725,2,5,140,110,Monday,0,0.636
5726,3,4,50,36,Monday,0,0.694
5727,3,10,140,86,Monday,0,0.814
5728,4,5,110,74,Monday,0,0.743
5729,4,6,90,63,Monday,0,0.714
5730,5,8,90,59,Monday,0,0.763
5731,5,12,120,70,Monday,0,0.857
5732,6,7,140,97,Monday,0,0.722
5733,7,9,120,62,Monday,0,0.968
5734,8,9,90,50,Monday,0,0.900
5735,9,11,90,69,Monday,0,0.652
5736,9,13,130,67,Monday,0,0.970
5737,10,11,140,80,Monday,0,0.875
5738,10,13,100,52,Monday,0,0.962
5739,11,12,120,67,Monday,0,0.896
5740,0,1,140,76,Monday,2,0.921
5741,0,2,120,68,Monday,2,0.882
5742,0,3,90,62,Monday,2,0.726
5743,1,2,140,96,Monday,2,0.729
5744,1,7,120,85,Monday,2,0.706
5745,2,5,110,57,Monday,2,0.965
5746,3,4,140,109,Monday,2,0.642
5747,3,10,50,31,Monday,2,0.806
5748,4,5,80,44,Monday,2,0.909
5749,4,6,60,37,Monday,2,0.811
5750,5,8,120,79,Monday,2,0.759
5751,5,12,140,107,Monday,2,0.654
5752,6,7,120,66,Monday,2,0.909
5753,7,9,100,51,Monday,2,0.980
5754,8,9,50,38,Monday,2,0.658
5755,9,11,90,57,Monday,2,0.789
5756,9,13,110,69,Monday,2,0.797
5757,10,11,60,44,Monday,2,0.682
5758,10,13,60,30,Monday,2,1.000
5759,11,12,130,92,Monday,2,0.707
5760,0,1,70,55,Monday,4,0.636
5761,0,2,100,52,Monday,4,0.962
5762,0,3,90,70,Monday,4,0.643
5763,1,2,100,76,Monday,4,0.658
5764,1,7,130,97,Monday,4,0.670
5765,2,5,60,30,Monday,4,1.000
5766,3,4,120,91,Monday,4,0.659
5767,3,10,50,35,Monday,4,0.714
5768,4,5,90,46,Monday,4,0.978
5769,4,6,60,36,Monday,4,0.833
5770,5,8,130,77,Monday,4,0.844
5771,5,12,140,97,Monday,4,0.722
5772,6,7,130,91,Monday,4,0.714
5773,7,9,70,37,Monday,4,0.946
5774,8,9,80,41,Monday,4,0.976
5775,9,11,50,30,Monday,4,0.833
5776,9,13,140,82,Monday,4,0.854
5777,10,11,100,67,Monday,4,0.746
5778,10,13,50,32,Monday,4,0.781
5779,11,12,130,69,Monday,4,0.942
5780,0,1,130,94,Monday,6,0.691
5781,0,2,50,35,Monday,6,0.714
5782,0,3,100,71,Monday,6,0.704
5783,1,2,140,102,Monday,6,0.686
5784,1,7,90,63,Monday,6,0.714
5785,2,5,100,79,Monday,6,0.633
5786,3,4,80,63,Monday,6,0.635
5787,3,10,70,36,Monday,6,0.972
5788,4,5,90,51,Monday,6,0.882
5789,4,6,130,75,Monday,6,0.867
5790,5,8,70,49,Monday,6,0.714
5791,5,12,110,58,Monday,6,0.948
5792,6,7,50,39,Monday,6,0.641
5793,7,9,80,44,Monday,6,0.909
5794,8,9,130,87,Monday,6,0.747
5795,9,11,140,99,Monday,6,0.707
5796,9,13,110,63,Monday,6,0.873
5797,10,11,80,49,Monday,6,0.816
5798,10,13,80,63,Monday,6,0.635
5799,11,12,100,68,Monday,6,0.735
5800,0,1,120,72,Monday,8,0.833
5801,0,2,130,102,Monday,8,0.637
5802,0,3,140,84,Monday,8,0.833
5803,1,2,100,68,Monday,8,0.735
5804,1,7,90,60,Monday,8,0.750
5805,2,5,50,28,Monday,8,0.893
5806,3,4,140,84,Monday,8,0.833
5807,3,10,70,49,Monday,8,0.714
5808,4,5,140,79,Monday,8,0.886
5809,4,6,110,68,Monday,8,0.809
5810,5,8,140,94,Monday,8,0.745
5811,5,12,80,63,Monday,8,0.635
5812,6,7,50,28,Monday,8,0.893
5813,7,9,50,39,Monday,8,0.641
5814,8,9,100,50,Monday,8,1.000
5815,9,11,130,71,Monday,8,0.915
5816,9,13,90,45,Monday,8,1.000
5817,10,11,80,53,Monday,8,0.755
5818,10,13,50,34,Monday,8,0.735
5819,11,12,90,46,Monday,8,0.978
5820,0,1,60,58,Monday,10,0.517
5821,0,2,130,109,Monday,10,0.596
5822,0,3,110,87,Monday,10,0.632
5823,1,2,130,102,Monday,10,0.637
5824,1,7,50,43,Monday,10,0.581
5825,2,5,60,51,Monday,10,0.588
5826,3,4,110,99,Monday,10,0.556
5827,3,10,120,111,Monday,10,0.541
5828,4,5,70,58,Monday,10,0.603
5829,4,6,50,39,Monday,10,0.641
5830,5,8,80,60,Monday,10,0.667
5831,5,12,100,96,Monday,10,0.521
5832,6,7,90,71,Monday,10,0.634
5833,7,9,60,57,Monday,10,0.526
5834,8,9,60,42,Monday,10,0.714
5835,9,11,110,100,Monday,10,0.550
5836,9,13,120,117,Monday,10,0.513
5837,10,11,80,67,Monday,10,0.597
5838,10,13,60,57,Monday,10,0.526
5839,11,12,90,69,Monday,10,0.652
5840,0,1,140,139,Monday,12,0.504
5841,0,2,100,98,Monday,12,0.510
5842,0,3,60,44,Monday,12,0.682
5843,1,2,120,115,Monday,12,0.522
5844,1,7,110,89,Monday,12,0.618
5845,2,5,100,87,Monday,12,0.575
5846,3,4,100,79,Monday,12,0.633
5847,3,10,120,114,Monday,12,0.526
5848,4,5,120,106,Monday,12,0.566
5849,4,6,50,44,Monday,12,0.568
5850,5,8,70,49,Monday,12,0.714
5851,5,12,80,60,Monday,12,0.667
5852,6,7,80,56,Monday,12,0.714
5853,7,9,80,61,Monday,12,0.656
5854,8,9,100,82,Monday,12,0.610
5855,9,11,120,92,Monday,12,0.652
5856,9,13,130,101,Monday,12,0.644
5857,10,11,80,68,Monday,12,0.588
5858,10,13,110,99,Monday,12,0.556
5859,11,12,50,49,Monday,12,0.510
5860,0,1,60,53,Monday,14,0.566
5861,0,2,70,50,Monday,14,0.700
5862,0,3,50,35,Monday,14,0.714
5863,1,2,100,97,Monday,14,0.515
5864,1,7,100,82,Monday,14,0.610
5865,2,5,120,84,Monday,14,0.714
5866,3,4,100,82,Monday,14,0.610
5867,3,10,110,90,Monday,14,0.611
5868,4,5,110,104,Monday,14,0.529
5869,4,6,70,62,Monday,14,0.565
5870,5,8,130,115,Monday,14,0.565
5871,5,12,90,80,Monday,14,0.562
5872,6,7,130,95,Monday,14,0.684
5873,7,9,60,46,Monday,14,0.652
5874,8,9,80,71,Monday,14,0.563
5875,9,11,140,119,Monday,14,0.588
5876,9,13,80,59,Monday,14,0.678
5877,10,11,110,105,Monday,14,0.524
5878,10,13,70,53,Monday,14,0.660
5879,11,12,110,107,Monday,14,0.514
5880,0,1,90,85,Monday,16,0.529
5881,0,2,50,47,Monday,16,0.532
5882,0,3,90,88,Monday,16,0.511
5883,1,2,110,96,Monday,16,0.573
5884,1,7,130,126,Monday,16,0.516
5885,2,5,80,76,Monday,16,0.526
5886,3,4,140,139,Monday,16,0.504
5887,3,10,110,82,Monday,16,0.671
5888,4,5,60,47,Monday,16,0.638
5889,4,6,130,127,Monday,16,0.512
5890,5,8,120,104,Monday,16,0.577
5891,5,12,90,72,Monday,16,0.625
5892,6,7,130,127,Monday,16,0.512
5893,7,9,60,44,Monday,16,0.682
5894,8,9,90,68,Monday,16,0.662
5895,9,11,110,91,Monday,16,0.604
5896,9,13,60,51,Monday,16,0.588
5897,10,11,110,92,Monday,16,0.598
5898,10,13,60,49,Monday,16,0.612
5899,11,12,60,55,Monday,16,0.545
5900,0,1,120,84,Monday,18,0.714
5901,0,2,50,49,Monday,18,0.510
5902,0,3,60,59,Monday,18,0.508
5903,1,2,110,86,Monday,18,0.640
5904,1,7,100,70,Monday,18,0.714
5905,2,5,80,67,Monday,18,0.597
5906,3,4,50,49,Monday,18,0.510
5907,3,10,80,56,Monday,18,0.714
5908,4,5,60,54,Monday,18,0.556
5909,4,6,50,44,Monday,18,0.568
5910,5,8,90,88,Monday,18,0.511
5911,5,12,140,113,Monday,18,0.619
5912,6,7,120,99,Monday,18,0.606
5913,7,9,140,133,Monday,18,0.526
5914,8,9,90,69,Monday,18,0.652
5915,9,11,100,81,Monday,18,0.617
5916,9,13,130,126,Monday,18,0.516
5917,10,11,60,44,Monday,18,0.682
5918,10,13,90,68,Monday,18,0.662
5919,11,12,110,108,Monday,18,0.509
5920,0,1,50,33,Monday,20,0.758
5921,0,2,50,34,Monday,20,0.735
5922,0,3,100,77,Monday,20,0.649
5923,1,2,120,94,Monday,20,0.638
5924,1,7,50,29,Monday,20,0.862
5925,2,5,50,30,Monday,20,0.833
5926,3,4,140,75,Monday,20,0.933
5927,3,10,120,90,Monday,20,0.667
5928,4,5,70,46,Monday,20,0.761
5929,4,6,130,88,Monday,20,0.739
5930,5,8,50,30,Monday,20,0.833
5931,5,12,80,60,Monday,20,0.667
5932,6,7,110,87,Monday,20,0.632
5933,7,9,130,98,Monday,20,0.663
5934,8,9,130,88,Monday,20,0.739
5935,9,11,130,79,Monday,20,0.823
5936,9,13,70,38,Monday,20,0.921
5937,10,11,130,80,Monday,20,0.812
5938,10,13,140,80,Monday,20,0.875
5939,11,12,70,37,Monday,20,0.946
5940,0,1,130,92,Monday,22,0.707
5941,0,2,90,70,Monday,22,0.643
5942,0,3,50,27,Monday,22,0.926
5943,1,2,130,103,Monday,22,0.631
5944,1,7,80,49,Monday,22,0.816
5945,2,5,60,47,Monday,22,0.638
5946,3,4,110,66,Monday,22,0.833
5947,3,10,90,71,Monday,22,0.634
5948,4,5,120,90,Monday,22,0.667
5949,4,6,120,67,Monday,22,0.896
5950,5,8,50,26,Monday,22,0.962
5951,5,12,50,32,Monday,22,0.781
5952,6,7,130,100,Monday,22,0.650
5953,7,9,110,82,Monday,22,0.671
5954,8,9,120,94,Monday,22,0.638
5955,9,11,70,42,Monday,22,0.833
5956,9,13,70,49,Monday,22,0.714
5957,10,11,50,26,Monday,22,0.962
5958,10,13,80,57,Monday,22,0.702
5959,11,12,60,30,Monday,22,1.000
5960,0,1,110,83,Monday,24,0.663
5961,0,2,60,36,Monday,24,0.833
5962,0,3,140,94,Monday,24,0.745
5963,1,2,140,82,Monday,24,0.854
5964,1,7,50,37,Monday,24,0.676
5965,2,5,120,92,Monday,24,0.652
5966,3,4,130,67,Monday,24,0.970
5967,3,10,60,30,Monday,24,1.000
5968,4,5,80,47,Monday,24,0.851
5969,4,6,100,70,Monday,24,0.714
5970,5,8,50,30,Monday,24,0.833
5971,5,12,70,46,Monday,24,0.761
5972,6,7,90,66,Monday,24,0.682
5973,7,9,130,84,Monday,24,0.774
5974,8,9,130,93,Monday,24,0.699
5975,9,11,120,62,Monday,24,0.968
5976,9,13,50,35,Monday,24,0.714
5977,10,11,110,74,Monday,24,0.743
5978,10,13,140,85,Monday,24,0.824
5979,11,12,130,77,Monday,24,0.844
5980,0,1,140,100,Tuesday,0,0.700
5981,0,2,70,44,Tuesday,0,0.795
5982,0,3,130,84,Tuesday,0,0.774
5983,1,2,130,83,Tuesday,0,0.783
5984,1,7,60,37,Tuesday,0,0.811
5985,2,5,100,58,Tuesday,0,0.862
5986,3,4,140,101,Tuesday,0,0.693
5987,3,10,50,32,Tuesday,0,0.781
5988,4,5,50,34,Tuesday,0,0.735
5989,4,6,60,30,Tuesday,0,1.000
5990,5,8,100,74,Tuesday,0,0.676
5991,5,12,80,44,Tuesday,0,0.909
5992,6,7,120,73,Tuesday,0,0.822
5993,7,9,100,58,Tuesday,0,0.862
5994,8,9,100,64,Tuesday,0,0.781
5995,9,11,100,61,Tuesday,0,0.820
5996,9,13,140,100,Tuesday,0,0.700
5997,10,11,60,32,Tuesday,0,0.938
5998,10,13,110,86,Tuesday,0,0.640
5999,11,12,110,80,Tuesday,0,0.688
6000,0,1,60,44,Tuesday,2,0.682
6001,0,2,80,57,Tuesday,2,0.702
6002,0,3,90,59,Tuesday,2,0.763
6003,1,2,140,103,Tuesday,2,0.680
6004,1,7,60,40,Tuesday,2,0.750
6005,2,5,120,94,Tuesday,2,0.638
6006,3,4,90,71,Tuesday,2,0.634
6007,3,10,80,61,Tuesday,2,0.656
6008,4,5,110,62,Tuesday,2,0.887
6009,4,6,70,48,Tuesday,2,0.729
6010,5,8,50,39,Tuesday,2,0.641
6011,5,12,90,66,Tuesday,2,0.682
6012,6,7,130,89,Tuesday,2,0.730
6013,7,9,60,38,Tuesday,2,0.789
6014,8,9,60,44,Tuesday,2,0.682
6015,9,11,140,85,Tuesday,2,0.824
6016,9,13,120,63,Tuesday,2,0.952
6017,10,11,130,79,Tuesday,2,0.823
6018,10,13,100,58,Tuesday,2,0.862
6019,11,12,80,42,Tuesday,2,0.952
6020,0,1,50,27,Tuesday,4,0.926
6021,0,2,50,33,Tuesday,4,0.758
6022,0,3,90,71,Tuesday,4,0.634
6023,1,2,60,34,Tuesday,4,0.882
6024,1,7,100,69,Tuesday,4,0.725
6025,2,5,70,35,Tuesday,4,1.000
6026,3,4,70,55,Tuesday,4,0.636
6027,3,10,130,84,Tuesday,4,0.774
6028,4,5,60,46,Tuesday,4,0.652
6029,4,6,50,33,Tuesday,4,0.758
6030,5,8,130,70,Tuesday,4,0.929
6031,5,12,60,43,Tuesday,4,0.698
6032,6,7,80,49,Tuesday,4,0.816
6033,7,9,100,66,Tuesday,4,0.758
6034,8,9,70,42,Tuesday,4,0.833
6035,9,11,110,78,Tuesday,4,0.705
6036,9,13,60,33,Tuesday,4,0.909
6037,10,11,110,61,Tuesday,4,0.902
6038,10,13,70,52,Tuesday,4,0.673
6039,11,12,120,63,Tuesday,4,0.952
6040,0,1,60,34,Tuesday,6,0.882
6041,0,2,90,62,Tuesday,6,0.726
6042,0,3,60,43,Tuesday,6,0.698
6043,1,2,120,64,Tuesday,6,0.938
6044,1,7,80,53,Tuesday,6,0.755
6045,2,5,130,88,Tuesday,6,0.739
6046,3,4,90,49,Tuesday,6,0.918
6047,3,10,130,82,Tuesday,6,0.793
6048,4,5,50,32,Tuesday,6,0.781
6049,4,6,100,52,Tuesday,6,0.962
6050,5,8,90,56,Tuesday,6,0.804
6051,5,12,80,55,Tuesday,6,0.727
6052,6,7,50,25,Tuesday,6,1.000
6053,7,9,110,80,Tuesday,6,0.688
6054,8,9,80,57,Tuesday,6,0.702
6055,9,11,50,38,Tuesday,6,0.658
6056,9,13,140,74,Tuesday,6,0.946
6057,10,11,140,100,Tuesday,6,0.700
6058,10,13,80,63,Tuesday,6,0.635
6059,11,12,90,71,Tuesday,6,0.634
6060,0,1,70,44,Tuesday,8,0.795
6061,0,2,80,40,Tuesday,8,1.000
6062,0,3,70,51,Tuesday,8,0.686
6063,1,2,120,63,Tuesday,8,0.952
6064,1,7,100,58,Tuesday,8,0.862
6065,2,5,90,70,Tuesday,8,0.643
6066,3,4,70,35,Tuesday,8,1.000
6067,3,10,50,26,Tuesday,8,0.962
6068,4,5,110,73,Tuesday,8,0.753
6069,4,6,110,79,Tuesday,8,0.696
6070,5,8,50,37,Tuesday,8,0.676
6071,5,12,100,72,Tuesday,8,0.694
6072,6,7,100,78,Tuesday,8,0.641
6073,7,9,140,106,Tuesday,8,0.660
6074,8,9,130,95,Tuesday,8,0.684
6075,9,11,80,41,Tuesday,8,0.976
